product_id,product_title,brand,category,price,discount_percent,stock_available,rating,total_reviews,lifetime_sales
1125,Sony Wireless Headphones,Sony,Headphones,16695.0,35,119,4.9,18284,355571
1126,JBL Wireless Headphones,JBL,Headphones,1812.0,22,94,4.1,28893,233918
1127,JBL Wireless Headphones,JBL,Headphones,2803.0,33,227,4.4,25588,305986
1128,JBL Wireless Headphones,JBL,Headphones,7413.0,28,693,3.5,70580,445457
1129,Sony Wireless Headphones,Sony,Headphones,17770.0,38,619,4.1,64296,166696
1130,Apple Wireless Headphones,Apple,Headphones,2836.0,9,733,4.9,47335,208534
1131,Noise Wireless Headphones,Noise,Headphones,13112.0,22,359,4.1,1607,149338
1132,JBL Wireless Headphones,JBL,Headphones,15600.0,46,909,4.8,11491,113186
1133,Noise Wireless Headphones,Noise,Headphones,14618.0,46,993,4.7,37841,85973
1134,Noise Wireless Headphones,Noise,Headphones,14572.0,5,147,3.7,76972,313590
1135,Boat Wireless Headphones,Boat,Headphones,10936.0,4,955,4.2,68862,175954
1136,Apple Wireless Headphones,Apple,Headphones,13313.0,17,424,3.6,53678,335018
1137,Boat Wireless Headphones,Boat,Headphones,19212.0,8,204,4.2,74447,396065
1138,Boat Wireless Headphones,Boat,Headphones,13509.0,19,854,3.9,64312,22242
1139,Apple Wireless Headphones,Apple,Headphones,10958.0,14,27,4.2,96984,243082
1140,Sony Wireless Headphones,Sony,Headphones,6047.0,40,483,3.9,83968,437483
1141,Sony Wireless Headphones,Sony,Headphones,10426.0,44,660,4.1,64482,475520
1142,Boat Wireless Headphones,Boat,Headphones,1932.0,4,613,3.7,36345,258600
1143,JBL Wireless Headphones,JBL,Headphones,16744.0,43,487,4.3,33814,329350
1144,Sony Wireless Headphones,Sony,Headphones,13229.0,16,166,4.3,75410,9298
1145,Apple Wireless Headphones,Apple,Headphones,2917.0,44,138,3.7,60439,460591
1146,JBL Wireless Headphones,JBL,Headphones,6351.0,40,933,3.6,47348,220046
1147,JBL Wireless Headphones,JBL,Headphones,2596.0,4,526,3.9,69427,335091
1148,Boat Wireless Headphones,Boat,Headphones,7004.0,10,556,4.6,78490,394694
1149,JBL Wireless Headphones,JBL,Headphones,11361.0,19,277,4.7,89790,419466
1150,JBL Wireless Headphones,JBL,Headphones,4140.0,9,13,4.3,46098,431754
1151,Boat Wireless Headphones,Boat,Headphones,17979.0,21,943,3.9,63566,216103
1152,Boat Wireless Headphones,Boat,Headphones,4356.0,12,814,3.8,65989,116027
1153,Apple Wireless Headphones,Apple,Headphones,18224.0,44,774,4.8,93404,289041
1154,Sony Wireless Headphones,Sony,Headphones,14675.0,8,945,4.2,10023,61213
1155,Sony Wireless Headphones,Sony,Headphones,16712.0,8,836,4.0,90587,190190
1156,Noise Wireless Headphones,Noise,Headphones,18141.0,45,311,4.6,44842,90386
1157,Sony Wireless Headphones,Sony,Headphones,4886.0,44,232,3.8,91005,74737
1158,JBL Wireless Headphones,JBL,Headphones,5107.0,44,781,3.8,10312,222820
1159,Sony Wireless Headphones,Sony,Headphones,3547.0,27,43,3.5,63482,397161
1160,Boat Wireless Headphones,Boat,Headphones,4532.0,37,60,3.5,86489,269310
1161,Noise Wireless Headphones,Noise,Headphones,4896.0,19,683,4.9,5682,34832
1162,Sony Wireless Headphones,Sony,Headphones,4162.0,37,922,4.7,78888,107789
1163,Boat Wireless Headphones,Boat,Headphones,7054.0,9,866,4.5,3845,47694
1164,JBL Wireless Headphones,JBL,Headphones,19997.0,32,799,4.0,21054,448438
1165,Apple Wireless Headphones,Apple,Headphones,8924.0,37,781,4.3,8967,52059
1166,Sony Wireless Headphones,Sony,Headphones,18328.0,10,923,3.8,25116,147874
1167,Apple Wireless Headphones,Apple,Headphones,1141.0,13,942,5.0,12944,484663
1168,Apple Wireless Headphones,Apple,Headphones,16555.0,28,689,4.0,77261,97159
1169,Sony Wireless Headphones,Sony,Headphones,6926.0,13,526,4.8,49766,222446
1170,Boat Wireless Headphones,Boat,Headphones,14355.0,29,112,3.7,41203,64910
1171,Apple Wireless Headphones,Apple,Headphones,5453.0,18,570,4.2,47359,369581
1172,Sony Wireless Headphones,Sony,Headphones,3695.0,18,467,4.0,15177,201836
1173,Apple Wireless Headphones,Apple,Headphones,11223.0,35,417,4.5,58200,118522
1174,JBL Wireless Headphones,JBL,Headphones,15023.0,30,961,3.8,9133,469209
1175,JBL Wireless Headphones,JBL,Headphones,6875.0,43,107,3.5,88373,257865
1176,Noise Wireless Headphones,Noise,Headphones,15354.0,7,146,4.3,88682,44667
1177,Noise Wireless Headphones,Noise,Headphones,14127.0,10,66,4.5,13342,388823
1178,JBL Wireless Headphones,JBL,Headphones,7523.0,25,125,4.0,77992,442614
1179,Boat Wireless Headphones,Boat,Headphones,14916.0,45,784,4.6,36515,401084
1180,Apple Wireless Headphones,Apple,Headphones,9944.0,25,364,4.6,84398,494621
1181,Noise Wireless Headphones,Noise,Headphones,14252.0,9,786,5.0,67042,146319
1182,Noise Wireless Headphones,Noise,Headphones,4540.0,14,643,3.7,64148,260814
1183,Boat Wireless Headphones,Boat,Headphones,1973.0,4,510,3.6,6937,435422
1184,Sony Wireless Headphones,Sony,Headphones,6868.0,9,310,4.1,89034,171519
1185,Apple Wireless Headphones,Apple,Headphones,4156.0,33,785,4.6,86659,394159
1186,Noise Wireless Headphones,Noise,Headphones,16270.0,31,516,3.8,86791,261142
1187,JBL Wireless Headphones,JBL,Headphones,18774.0,1,975,4.0,70858,286686
1188,Sony Wireless Headphones,Sony,Headphones,15103.0,28,322,4.8,15625,201232
1189,Noise Wireless Headphones,Noise,Headphones,15501.0,35,675,4.2,4316,92830
1190,JBL Wireless Headphones,JBL,Headphones,6378.0,45,398,4.2,17637,163918
1191,Noise Wireless Headphones,Noise,Headphones,4584.0,35,701,4.4,64307,346171
1192,Apple Wireless Headphones,Apple,Headphones,19750.0,10,518,4.2,73705,448026
1193,Sony Wireless Headphones,Sony,Headphones,13824.0,39,692,3.9,77479,198174
1194,JBL Wireless Headphones,JBL,Headphones,10320.0,2,131,4.0,3699,309672
1195,JBL Wireless Headphones,JBL,Headphones,12431.0,48,912,4.7,76551,14203
1196,JBL Wireless Headphones,JBL,Headphones,13470.0,26,359,3.6,45248,187462
1197,Sony Wireless Headphones,Sony,Headphones,9002.0,37,86,3.9,84955,163730
1198,Sony Wireless Headphones,Sony,Headphones,10991.0,34,333,3.7,22263,10434
1199,Sony Wireless Headphones,Sony,Headphones,16103.0,32,923,4.5,55384,297921
1200,Noise Wireless Headphones,Noise,Headphones,9736.0,1,324,3.5,61574,308375
1201,Noise Wireless Headphones,Noise,Headphones,19689.0,31,102,4.1,75053,51336
1202,Boat Wireless Headphones,Boat,Headphones,12008.0,10,629,4.2,87485,178116
1203,JBL Wireless Headphones,JBL,Headphones,12905.0,40,867,5.0,26454,260645
1204,Sony Wireless Headphones,Sony,Headphones,18558.0,19,587,3.8,34764,25020
1205,Noise Wireless Headphones,Noise,Headphones,8401.0,37,97,4.4,12063,376385
1206,Apple Wireless Headphones,Apple,Headphones,12037.0,33,486,3.9,74252,420152
1207,Noise Wireless Headphones,Noise,Headphones,7872.0,19,516,4.0,10058,341692
1208,JBL Wireless Headphones,JBL,Headphones,15185.0,26,411,4.5,41081,104997
1209,JBL Wireless Headphones,JBL,Headphones,17887.0,1,642,4.2,71780,94786
1210,Apple Wireless Headphones,Apple,Headphones,7112.0,47,960,4.4,27922,346552
1211,Noise Wireless Headphones,Noise,Headphones,9779.0,39,873,4.9,69834,424214
1212,Noise Wireless Headphones,Noise,Headphones,19550.0,12,373,4.6,7858,273919
1213,Noise Wireless Headphones,Noise,Headphones,5841.0,48,307,3.9,97846,359398
1214,Noise Wireless Headphones,Noise,Headphones,14443.0,13,866,4.0,8454,332460
1215,Noise Wireless Headphones,Noise,Headphones,9746.0,16,703,4.7,84688,84292
1216,Apple Wireless Headphones,Apple,Headphones,8737.0,12,28,4.1,14894,78723
1217,Boat Wireless Headphones,Boat,Headphones,11175.0,27,662,4.2,73387,228759
1218,Sony Wireless Headphones,Sony,Headphones,7618.0,16,808,3.7,17892,15378
1219,JBL Wireless Headphones,JBL,Headphones,19045.0,31,801,3.8,5545,378884
1220,Sony Wireless Headphones,Sony,Headphones,2812.0,38,305,4.8,11010,164676
1221,Sony Wireless Headphones,Sony,Headphones,14336.0,5,406,4.8,88047,344782
1222,Boat Wireless Headphones,Boat,Headphones,8734.0,7,534,3.7,96279,262374
1223,Apple Wireless Headphones,Apple,Headphones,18211.0,38,125,3.9,11839,124920
1224,JBL Wireless Headphones,JBL,Headphones,11790.0,47,761,4.7,96641,204546
1225,Boat Wireless Headphones,Boat,Headphones,14856.0,13,993,3.8,14010,91931
1226,JBL Wireless Headphones,JBL,Headphones,15400.0,31,546,4.1,77274,29421
1227,JBL Wireless Headphones,JBL,Headphones,4701.0,43,252,4.0,55555,249060
1228,JBL Wireless Headphones,JBL,Headphones,5748.0,19,21,4.0,93814,192901
1229,Apple Wireless Headphones,Apple,Headphones,2140.0,3,707,4.8,86808,418975
1230,Boat Wireless Headphones,Boat,Headphones,9289.0,44,371,4.3,40546,335093
1231,Sony Wireless Headphones,Sony,Headphones,18527.0,0,931,4.8,57996,203770
1232,Noise Wireless Headphones,Noise,Headphones,9373.0,19,215,4.0,99187,123549
1233,Boat Wireless Headphones,Boat,Headphones,15380.0,50,34,4.4,84476,213112
1234,JBL Wireless Headphones,JBL,Headphones,3624.0,47,422,4.7,64457,247087
1235,JBL Wireless Headphones,JBL,Headphones,14840.0,10,715,4.8,13169,432323
1236,JBL Wireless Headphones,JBL,Headphones,17591.0,46,832,3.6,55174,315782
1237,Apple Wireless Headphones,Apple,Headphones,11707.0,3,656,4.2,3594,399594
1238,Boat Wireless Headphones,Boat,Headphones,15529.0,25,204,4.7,17847,1712
1239,JBL Wireless Headphones,JBL,Headphones,11280.0,15,528,4.4,14536,82844
1240,Boat Wireless Headphones,Boat,Headphones,14445.0,30,894,4.7,41874,236810
1241,Boat Wireless Headphones,Boat,Headphones,9541.0,20,818,3.8,77738,433564
1242,JBL Wireless Headphones,JBL,Headphones,7509.0,25,897,3.6,48192,95462
1243,Noise Wireless Headphones,Noise,Headphones,19690.0,35,662,3.8,3020,484076
1244,Apple Wireless Headphones,Apple,Headphones,8494.0,16,718,4.9,60620,104048
1245,Boat Wireless Headphones,Boat,Headphones,2631.0,16,152,4.1,56227,314878
1246,Sony Wireless Headphones,Sony,Headphones,13056.0,0,735,3.8,74359,61625
1247,Apple Wireless Headphones,Apple,Headphones,15259.0,43,506,4.7,59478,433821
1248,Sony Wireless Headphones,Sony,Headphones,8355.0,50,272,4.6,24985,496103
1249,JBL Wireless Headphones,JBL,Headphones,17192.0,13,614,4.1,56542,449067
1250,Boat Wireless Headphones,Boat,Headphones,10272.0,11,418,4.6,24830,219425
1251,Boat Wireless Headphones,Boat,Headphones,1942.0,39,461,3.9,34324,123562
1252,Boat Wireless Headphones,Boat,Headphones,13112.0,5,10,4.4,84844,240309
1253,Noise Wireless Headphones,Noise,Headphones,5364.0,43,217,4.8,90845,208533
1254,Noise Wireless Headphones,Noise,Headphones,14870.0,6,570,4.6,33594,38402
1255,Sony Wireless Headphones,Sony,Headphones,2707.0,22,620,4.0,30791,247004
1256,Apple Wireless Headphones,Apple,Headphones,2491.0,24,309,3.5,66141,324979
1257,Noise Wireless Headphones,Noise,Headphones,13153.0,37,183,3.7,73352,21661
1258,JBL Wireless Headphones,JBL,Headphones,6566.0,29,135,4.3,44466,460370
1259,Sony Wireless Headphones,Sony,Headphones,11397.0,16,119,4.6,56754,74441
1260,JBL Wireless Headphones,JBL,Headphones,2447.0,17,765,5.0,65442,457111
1261,JBL Wireless Headphones,JBL,Headphones,15093.0,48,948,3.9,34510,321452
1262,JBL Wireless Headphones,JBL,Headphones,17940.0,47,503,4.0,21634,165535
1263,Boat Wireless Headphones,Boat,Headphones,19208.0,28,54,4.8,86179,333889
1264,Boat Wireless Headphones,Boat,Headphones,5870.0,30,266,3.6,24014,18902
1265,Boat Wireless Headphones,Boat,Headphones,16307.0,28,365,4.2,64878,21486
1266,Apple Wireless Headphones,Apple,Headphones,16899.0,46,887,4.2,14754,443562
1267,Boat Wireless Headphones,Boat,Headphones,5051.0,18,184,4.0,26713,455272
1268,Boat Wireless Headphones,Boat,Headphones,17670.0,42,599,4.7,73835,467185
1269,Boat Wireless Headphones,Boat,Headphones,1135.0,26,942,4.3,74824,94770
1270,Sony Wireless Headphones,Sony,Headphones,9066.0,21,26,4.7,88733,49543
1271,JBL Wireless Headphones,JBL,Headphones,4997.0,6,857,4.1,77386,487241
1272,JBL Wireless Headphones,JBL,Headphones,6038.0,45,675,3.5,60333,435625
1273,Noise Wireless Headphones,Noise,Headphones,15878.0,42,5,4.4,35310,311634
1274,JBL Wireless Headphones,JBL,Headphones,2436.0,46,751,4.5,59398,170449
1275,Apple Wireless Headphones,Apple,Headphones,5237.0,41,289,3.8,6390,420347
1276,JBL Wireless Headphones,JBL,Headphones,2819.0,38,390,4.6,71726,499169
1277,Sony Wireless Headphones,Sony,Headphones,14069.0,25,91,3.9,31477,404261
1278,Sony Wireless Headphones,Sony,Headphones,7823.0,41,770,3.7,52752,149488
1279,Boat Wireless Headphones,Boat,Headphones,4951.0,19,925,3.9,56680,385917
1280,Apple Wireless Headphones,Apple,Headphones,5302.0,23,524,4.0,12607,436335
1281,Boat Wireless Headphones,Boat,Headphones,17043.0,17,576,4.2,50877,249891
1282,Apple Wireless Headphones,Apple,Headphones,14863.0,23,628,3.6,55392,425294
1283,Boat Wireless Headphones,Boat,Headphones,15224.0,32,349,4.4,12192,21301
1284,Noise Wireless Headphones,Noise,Headphones,8347.0,31,539,4.5,93547,81401
1285,Apple Wireless Headphones,Apple,Headphones,3751.0,30,307,3.9,57335,41614
1286,Boat Wireless Headphones,Boat,Headphones,5187.0,15,535,4.5,39385,441308
1287,Noise Wireless Headphones,Noise,Headphones,10682.0,2,525,4.4,72229,40225
1288,Sony Wireless Headphones,Sony,Headphones,17733.0,42,737,4.1,12394,243713
1289,Apple Wireless Headphones,Apple,Headphones,9302.0,49,515,4.0,76761,42970
1290,Sony Wireless Headphones,Sony,Headphones,4733.0,50,186,4.6,60680,94237
1291,Noise Wireless Headphones,Noise,Headphones,2483.0,20,601,3.6,92334,156153
1292,Noise Wireless Headphones,Noise,Headphones,15743.0,11,216,4.4,34753,179057
1293,Boat Wireless Headphones,Boat,Headphones,3563.0,43,108,4.6,79184,136057
1294,Noise Wireless Headphones,Noise,Headphones,18510.0,0,175,3.5,51774,61273
1295,Noise Wireless Headphones,Noise,Headphones,16078.0,38,743,4.5,86218,390299
1296,Noise Wireless Headphones,Noise,Headphones,10922.0,44,689,4.4,80847,189225
1297,Noise Wireless Headphones,Noise,Headphones,10917.0,12,114,3.6,17719,7374
1298,Sony Wireless Headphones,Sony,Headphones,7167.0,41,148,4.8,27434,252343
1299,Boat Wireless Headphones,Boat,Headphones,15279.0,5,308,4.8,70603,100194
1300,Noise Wireless Headphones,Noise,Headphones,5855.0,10,924,4.2,2869,61157
1301,Boat Wireless Headphones,Boat,Headphones,15590.0,28,599,4.9,61809,10390
1302,Boat Wireless Headphones,Boat,Headphones,7597.0,21,8,3.9,51355,26797
1303,Sony Wireless Headphones,Sony,Headphones,15148.0,37,610,5.0,64982,386541
1304,Apple Wireless Headphones,Apple,Headphones,10528.0,32,605,3.6,52396,254956
1305,Apple Wireless Headphones,Apple,Headphones,16987.0,1,432,3.8,7966,277085
1306,Apple Wireless Headphones,Apple,Headphones,11349.0,41,427,4.3,35117,468224
1307,Noise Wireless Headphones,Noise,Headphones,4831.0,28,714,4.2,84706,181904
1308,Noise Wireless Headphones,Noise,Headphones,1681.0,30,352,3.7,95195,100868
1309,Noise Wireless Headphones,Noise,Headphones,8605.0,43,347,4.3,77035,476714
1310,Apple Wireless Headphones,Apple,Headphones,16350.0,45,399,3.7,38465,379157
1311,Noise Wireless Headphones,Noise,Headphones,12804.0,13,289,4.7,21247,326124
1312,Sony Wireless Headphones,Sony,Headphones,16823.0,38,503,3.7,26156,82053
1313,Sony Wireless Headphones,Sony,Headphones,14630.0,15,214,4.9,64723,159301
1314,Apple Wireless Headphones,Apple,Headphones,2541.0,16,365,5.0,47036,461948
1315,Boat Wireless Headphones,Boat,Headphones,6725.0,4,345,4.7,66001,16861
1316,Noise Wireless Headphones,Noise,Headphones,4734.0,14,498,4.4,15828,294740
1317,JBL Wireless Headphones,JBL,Headphones,12151.0,35,273,4.7,6127,403851
1318,Boat Wireless Headphones,Boat,Headphones,17888.0,3,948,4.4,13660,370459
1319,Noise Wireless Headphones,Noise,Headphones,15979.0,6,800,4.9,99069,58259
1320,Apple Wireless Headphones,Apple,Headphones,4338.0,6,171,4.7,5511,266074
1321,Sony Wireless Headphones,Sony,Headphones,7730.0,18,725,4.9,20592,381964
1322,Noise Wireless Headphones,Noise,Headphones,17577.0,41,372,4.2,13024,80995
1323,JBL Wireless Headphones,JBL,Headphones,5514.0,26,787,3.7,26472,230319
1324,Sony Wireless Headphones,Sony,Headphones,9038.0,18,517,4.8,62094,179050
1325,Boat Wireless Headphones,Boat,Headphones,3792.0,26,369,3.9,93752,395856
1326,Boat Wireless Headphones,Boat,Headphones,5967.0,50,233,4.6,69432,221203
1327,Boat Wireless Headphones,Boat,Headphones,15051.0,29,974,4.1,53658,470944
1328,Apple Wireless Headphones,Apple,Headphones,12854.0,49,10,4.9,58019,76428
1329,Apple Wireless Headphones,Apple,Headphones,3280.0,49,168,3.6,41272,210680
1330,Noise Wireless Headphones,Noise,Headphones,3014.0,41,154,4.1,4871,346222
1331,Apple Wireless Headphones,Apple,Headphones,2894.0,42,896,5.0,93512,419043
1332,Apple Wireless Headphones,Apple,Headphones,10690.0,35,894,4.1,89253,367515
1333,JBL Wireless Headphones,JBL,Headphones,11279.0,17,921,4.9,1045,433688
1334,Apple Wireless Headphones,Apple,Headphones,5812.0,13,908,4.6,58492,337678
1335,Apple Wireless Headphones,Apple,Headphones,15488.0,49,202,4.5,85043,212177
1336,JBL Wireless Headphones,JBL,Headphones,3761.0,46,736,3.6,43852,204568
1337,Boat Wireless Headphones,Boat,Headphones,18054.0,5,523,5.0,37224,112158
1338,Apple Wireless Headphones,Apple,Headphones,11231.0,10,23,4.3,99237,333382
1339,Sony Wireless Headphones,Sony,Headphones,18692.0,49,311,4.4,31642,436427
1340,Noise Wireless Headphones,Noise,Headphones,17556.0,23,265,3.7,7867,441332
1341,Apple Wireless Headphones,Apple,Headphones,12615.0,7,459,3.7,99173,341391
1342,JBL Wireless Headphones,JBL,Headphones,19757.0,15,824,4.6,59404,177823
1343,Apple Wireless Headphones,Apple,Headphones,19533.0,34,864,4.6,82289,349024
1344,Apple Wireless Headphones,Apple,Headphones,8662.0,50,834,4.0,37304,349759
1345,Apple Wireless Headphones,Apple,Headphones,5586.0,15,107,4.6,68123,386768
1346,JBL Wireless Headphones,JBL,Headphones,17923.0,6,150,4.4,47362,238289
1347,Noise Wireless Headphones,Noise,Headphones,14502.0,8,487,3.6,8161,222863
1348,Boat Wireless Headphones,Boat,Headphones,15619.0,25,602,3.6,88722,276009
1349,Apple Wireless Headphones,Apple,Headphones,18004.0,31,651,4.7,34572,306443
1350,Noise Wireless Headphones,Noise,Headphones,15420.0,26,843,4.5,64175,383730
1351,Boat Wireless Headphones,Boat,Headphones,5729.0,29,132,4.3,63549,372947
1352,Apple Wireless Headphones,Apple,Headphones,18338.0,30,33,3.7,27881,238877
1353,Boat Wireless Headphones,Boat,Headphones,19318.0,26,112,4.1,15576,315511
1354,Sony Wireless Headphones,Sony,Headphones,13110.0,9,120,4.4,5289,274185
1355,JBL Wireless Headphones,JBL,Headphones,10991.0,31,28,5.0,39758,154230
1356,Boat Wireless Headphones,Boat,Headphones,5657.0,19,910,4.7,55290,25607
1357,JBL Wireless Headphones,JBL,Headphones,8064.0,0,125,3.8,96958,256368
1358,Apple Wireless Headphones,Apple,Headphones,12424.0,30,586,3.6,5866,219029
1359,JBL Wireless Headphones,JBL,Headphones,19538.0,24,486,4.2,44289,409752
1360,Apple Wireless Headphones,Apple,Headphones,5351.0,29,779,4.6,66170,333788
1361,Noise Wireless Headphones,Noise,Headphones,15715.0,5,819,3.7,95412,170606
1362,Apple Wireless Headphones,Apple,Headphones,14422.0,34,46,4.1,51835,177832
1363,Noise Wireless Headphones,Noise,Headphones,10089.0,1,585,4.5,21717,370880
1364,JBL Wireless Headphones,JBL,Headphones,19384.0,5,197,4.5,84409,293361
1365,Apple Wireless Headphones,Apple,Headphones,18754.0,33,193,4.4,6940,299072
1366,Noise Wireless Headphones,Noise,Headphones,17470.0,34,184,4.8,15775,345214
1367,Sony Wireless Headphones,Sony,Headphones,10009.0,45,859,4.7,32160,435096
1368,Apple Wireless Headphones,Apple,Headphones,15556.0,20,411,3.6,69942,318266
1369,Apple Wireless Headphones,Apple,Headphones,2474.0,27,184,4.2,3059,178335
1370,Noise Wireless Headphones,Noise,Headphones,1788.0,16,93,4.8,41609,200383
1371,Sony Wireless Headphones,Sony,Headphones,4254.0,11,261,4.3,37411,75615
1372,Sony Wireless Headphones,Sony,Headphones,6053.0,10,60,4.0,53392,355886
1373,Apple Wireless Headphones,Apple,Headphones,11659.0,19,399,3.8,93503,30771
1374,Sony Wireless Headphones,Sony,Headphones,11487.0,24,964,3.7,42505,135331
1375,Sony Wireless Headphones,Sony,Headphones,2699.0,37,242,3.8,98593,313102
1376,Noise Wireless Headphones,Noise,Headphones,17666.0,7,275,4.6,50479,497836
1377,Sony Wireless Headphones,Sony,Headphones,11431.0,30,29,4.2,53366,34418
1378,Noise Wireless Headphones,Noise,Headphones,8659.0,35,986,4.9,2450,141217
1379,Apple Wireless Headphones,Apple,Headphones,4326.0,50,128,3.9,72716,341700
1380,JBL Wireless Headphones,JBL,Headphones,19620.0,40,512,4.1,11008,443793
1381,Boat Wireless Headphones,Boat,Headphones,5665.0,15,550,4.1,22054,410105
1382,Noise Wireless Headphones,Noise,Headphones,19191.0,29,984,4.2,141,426159
1383,Apple Wireless Headphones,Apple,Headphones,10478.0,3,955,4.5,21949,384
1384,Noise Wireless Headphones,Noise,Headphones,9955.0,22,862,4.4,89138,199409
1385,Boat Wireless Headphones,Boat,Headphones,17722.0,34,576,3.9,21167,387644
1386,Sony Wireless Headphones,Sony,Headphones,10851.0,8,742,3.6,91554,64575
1387,Apple Wireless Headphones,Apple,Headphones,10157.0,32,980,4.8,27646,320149
1388,JBL Wireless Headphones,JBL,Headphones,12227.0,28,279,4.5,98667,371166
1389,Boat Wireless Headphones,Boat,Headphones,11539.0,21,16,4.0,60276,314417
1390,Boat Wireless Headphones,Boat,Headphones,1067.0,0,688,4.4,570,472716
1391,Boat Wireless Headphones,Boat,Headphones,14538.0,31,780,4.3,91300,368831
1392,Noise Wireless Headphones,Noise,Headphones,18633.0,4,551,3.6,85088,341551
1393,Sony Wireless Headphones,Sony,Headphones,15587.0,24,847,4.5,46277,426231
1394,Apple Wireless Headphones,Apple,Headphones,12729.0,7,473,4.1,91371,4520
1395,JBL Wireless Headphones,JBL,Headphones,7323.0,1,776,4.2,29045,389721
1396,JBL Wireless Headphones,JBL,Headphones,12725.0,19,827,3.8,80415,327904
1397,Boat Wireless Headphones,Boat,Headphones,8676.0,17,504,5.0,47589,19391
1398,Apple Wireless Headphones,Apple,Headphones,7851.0,7,890,3.5,83691,207763
1399,JBL Wireless Headphones,JBL,Headphones,19648.0,12,675,4.3,22354,289394
1400,Apple Wireless Headphones,Apple,Headphones,19518.0,47,66,3.8,77101,67338
1401,Boat Wireless Headphones,Boat,Headphones,9507.0,33,746,4.9,29889,461999
1402,JBL Wireless Headphones,JBL,Headphones,7286.0,43,545,4.8,3040,363424
1403,Apple Wireless Headphones,Apple,Headphones,9287.0,27,656,4.5,59507,1124
1404,Sony Wireless Headphones,Sony,Headphones,11584.0,7,696,4.1,53340,143773
1405,Apple Wireless Headphones,Apple,Headphones,16289.0,2,905,4.2,67807,398045
1406,Boat Wireless Headphones,Boat,Headphones,2538.0,28,323,3.9,55068,279236
1407,Sony Wireless Headphones,Sony,Headphones,13840.0,36,827,3.8,10732,461525
1408,Sony Wireless Headphones,Sony,Headphones,8393.0,15,201,5.0,55560,39128
1409,Boat Wireless Headphones,Boat,Headphones,11788.0,6,28,4.0,82060,327934
1410,Noise Wireless Headphones,Noise,Headphones,15154.0,40,957,4.7,77674,418073
1411,JBL Wireless Headphones,JBL,Headphones,9205.0,21,852,3.9,62082,125068
1412,Sony Wireless Headphones,Sony,Headphones,11931.0,4,794,4.3,31040,494790
1413,Apple Wireless Headphones,Apple,Headphones,15369.0,37,127,4.6,81975,234171
1414,Sony Wireless Headphones,Sony,Headphones,2988.0,44,66,4.9,49475,164348
1415,Boat Wireless Headphones,Boat,Headphones,3031.0,19,625,4.9,57933,28825
1416,Noise Wireless Headphones,Noise,Headphones,3155.0,3,301,3.7,7322,293312
1417,Noise Wireless Headphones,Noise,Headphones,14162.0,14,885,3.6,98571,215638
1418,Apple Wireless Headphones,Apple,Headphones,1347.0,27,901,4.2,60854,416995
1419,Apple Wireless Headphones,Apple,Headphones,4318.0,1,464,4.0,88585,410580
1420,Apple Wireless Headphones,Apple,Headphones,11754.0,0,609,4.4,14166,53938
1421,Sony Wireless Headphones,Sony,Headphones,7344.0,32,262,4.9,16522,334262
1422,JBL Wireless Headphones,JBL,Headphones,14795.0,11,248,4.2,81386,233211
1423,Boat Wireless Headphones,Boat,Headphones,2444.0,27,525,3.6,40860,306558
1424,JBL Wireless Headphones,JBL,Headphones,11197.0,9,150,4.4,70938,406683
1425,Noise Wireless Headphones,Noise,Headphones,11114.0,0,530,4.4,38160,193473
1426,Apple Wireless Headphones,Apple,Headphones,5738.0,35,879,3.6,66477,429588
1427,Sony Wireless Headphones,Sony,Headphones,14830.0,12,804,4.0,26273,335935
1428,Sony Wireless Headphones,Sony,Headphones,12191.0,44,478,3.8,62364,364365
1429,Apple Wireless Headphones,Apple,Headphones,11850.0,39,306,4.8,74209,176082
1430,Noise Wireless Headphones,Noise,Headphones,11768.0,50,932,3.7,59556,459431
1431,Sony Wireless Headphones,Sony,Headphones,17250.0,14,709,3.8,494,334997
1432,Boat Wireless Headphones,Boat,Headphones,16287.0,47,786,4.4,31338,252149
1433,JBL Wireless Headphones,JBL,Headphones,13317.0,0,371,3.8,24159,433206
1434,Sony Wireless Headphones,Sony,Headphones,3416.0,9,297,4.0,72714,60492
1435,Noise Wireless Headphones,Noise,Headphones,7370.0,1,203,4.4,47184,23118
1436,Boat Wireless Headphones,Boat,Headphones,10309.0,11,347,3.8,34350,376977
1437,Apple Wireless Headphones,Apple,Headphones,9059.0,16,932,3.8,2827,92415
1438,Sony Wireless Headphones,Sony,Headphones,1687.0,41,806,4.7,17998,198764
1439,Sony Wireless Headphones,Sony,Headphones,12088.0,15,378,4.9,39996,239282
1440,JBL Wireless Headphones,JBL,Headphones,6615.0,27,899,4.9,81694,462345
1441,Sony Wireless Headphones,Sony,Headphones,4882.0,12,196,3.7,17153,416855
1442,Apple Wireless Headphones,Apple,Headphones,13392.0,27,1000,4.5,41684,314436
1443,Boat Wireless Headphones,Boat,Headphones,2513.0,34,301,4.6,76991,99243
1444,Boat Wireless Headphones,Boat,Headphones,11737.0,17,893,3.9,82514,417229
1445,Boat Wireless Headphones,Boat,Headphones,17654.0,46,83,5.0,64102,109800
1446,Noise Wireless Headphones,Noise,Headphones,3125.0,41,769,3.8,50881,394001
1447,Apple Wireless Headphones,Apple,Headphones,13263.0,20,729,4.2,60862,93946
1448,JBL Wireless Headphones,JBL,Headphones,18218.0,30,274,4.5,93811,259513
